6.207617662033787509e-01,-3.226699490449251861e-01
6.213426847499632366e-01,-3.247560203966126102e-01
6.243838053863798310e-01,-3.287037178899953060e-01
6.257162652239109946e-01,-3.308429465916706280e-01
6.285421756699867135e-01,-3.334051026111655158e-01
6.298230234253546778e-01,-3.347420169762987396e-01
6.319536265810532516e-01,-3.392492892155656858e-01
6.344157647909061115e-01,-3.405490617808466514e-01
6.357106599645688805e-01,-3.418978118602232774e-01
6.368358880777261755e-01,-3.462448609556723622e-01
6.386271443345188370e-01,-3.492828490830259258e-01
6.424834296610881790e-01,-3.554722472554631696e-01
6.450196770966937221e-01,-3.579292778524570395e-01
6.474490268223057621e-01,-3.585511200533620935e-01
6.496940986480470581e-01,-3.584854974184045751e-01
6.546719687347067884e-01,-3.610546428960701437e-01
6.577313525318424503e-01,-3.691894927723379793e-01
6.588807751574018434e-01,-3.771553912359196792e-01
6.589969395879143876e-01,-3.787574448847211839e-01
6.579234541280917226e-01,-3.794441090013738749e-01
6.495306058627670076e-01,-3.774505437413230302e-01
6.478981055699382097e-01,-3.774393784263497253e-01
6.465947883769287419e-01,-3.785738994191027995e-01
6.470083767876215752e-01,-3.803201611924776904e-01
6.514470549610210659e-01,-3.835345383468223845e-01
6.592372263741492766e-01,-3.877481863540411244e-01
6.661517731947451670e-01,-3.925209928403375903e-01
6.712354767440654735e-01,-3.945689068275596845e-01
6.757787049610656238e-01,-3.975645975797856280e-01
6.856103730213921610e-01,-4.054970921869389677e-01
6.909870333539345211e-01,-4.123012385829351589e-01
6.937021192180341522e-01,-4.175187430329155291e-01
6.954164297483349522e-01,-4.191548738522315465e-01
7.074837124002841815e-01,-4.207942023169202739e-01
7.184582375076505878e-01,-4.240800914458325299e-01
7.243919626938528644e-01,-4.292747096061985679e-01
7.317903810404986498e-01,-4.366492201220430469e-01
7.367800675608799921e-01,-4.455409779868228504e-01
7.377975931336800963e-01,-4.493695147930039102e-01
7.410002785679209447e-01,-4.525051124622300192e-01
7.473811907743406202e-01,-4.560510633389325830e-01
7.523218741784104546e-01,-4.601423613597313000e-01
7.588101740264286965e-01,-4.675901958365971112e-01
7.631952827651565796e-01,-4.772286669674701831e-01
7.684330607224907350e-01,-4.880212807018589061e-01
7.693463884586630996e-01,-4.959723517848830809e-01
7.693002704997290442e-01,-5.021498614718346021e-01
7.678336917780619331e-01,-5.142707510928716808e-01
7.678040516256727788e-01,-5.217369555227691080e-01
7.662000164228653931e-01,-5.248308739276649204e-01
7.609786397176747652e-01,-5.284992723202891485e-01
7.583620612140814510e-01,-5.313943462507613180e-01
7.577539685969194583e-01,-5.334107116559613226e-01
7.585443112599593585e-01,-5.357417690638126562e-01
7.631620261486060652e-01,-5.414570434286258838e-01
7.652743116216408348e-01,-5.426595448089157614e-01
7.661268987119314033e-01,-5.420789444341883589e-01
7.663712017755094363e-01,-5.410338485770626038e-01
7.667726590400887332e-01,-5.407809700841595957e-01
7.678411074639857059e-01,-5.414619694691990004e-01
7.689332973044901154e-01,-5.441489854195528109e-01
7.696668889318196705e-01,-5.469284189426339982e-01
7.713073891626345269e-01,-5.545988896786002709e-01
7.705209024627460712e-01,-5.560547485995711581e-01
7.694173149047629501e-01,-5.567281162457168309e-01
7.672431751382071674e-01,-5.568775033306889721e-01
7.662002186612342225e-01,-5.574741540879802892e-01
7.661172810271964506e-01,-5.587906196048018082e-01
7.667959018547926275e-01,-5.593928495117230781e-01
7.680374013709579950e-01,-5.595802167215896405e-01
7.685586687547387719e-01,-5.609069733714824313e-01
7.681003077669651402e-01,-5.643992458432447457e-01
7.649275682011130728e-01,-5.694776161723863472e-01
7.650823431536135644e-01,-5.726970327697973318e-01
7.667868663121876205e-01,-5.761359403681243219e-01
